MonthlyRate_2_2_7436.5	MonthlyRate_37_5_5663.0
MonthlyRate_2_2_7436.5	MonthlyRate_61_3_26036.5
MonthlyRate_37_5_5663.0	MonthlyRate_61_3_26036.5
HourlyRate_3_3_61.5	HourlyRate_5_4_90.0
MonthlyIncome_8_3_2058.0	MonthlyIncome_9_4_1071.5
MonthlyIncome_8_3_2058.0	MonthlyIncome_21_4_6745.0
MonthlyIncome_8_3_2058.0	MonthlyIncome_66_5_2111.5
MonthlyIncome_8_3_2058.0	MonthlyIncome_72_4_3878.5
MonthlyIncome_8_3_2058.0	MonthlyIncome_79_4_4056.0
MonthlyIncome_9_4_1071.5	MonthlyIncome_21_4_6745.0
MonthlyIncome_9_4_1071.5	MonthlyIncome_66_5_2111.5
MonthlyIncome_9_4_1071.5	MonthlyIncome_72_4_3878.5
MonthlyIncome_9_4_1071.5	MonthlyIncome_79_4_4056.0
MonthlyIncome_21_4_6745.0	MonthlyIncome_66_5_2111.5
MonthlyIncome_21_4_6745.0	MonthlyIncome_72_4_3878.5
MonthlyIncome_21_4_6745.0	MonthlyIncome_79_4_4056.0
MonthlyIncome_66_5_2111.5	MonthlyIncome_72_4_3878.5
MonthlyIncome_66_5_2111.5	MonthlyIncome_79_4_4056.0
MonthlyIncome_72_4_3878.5	MonthlyIncome_79_4_4056.0
DailyRate_11_5_1286.0	DailyRate_62_4_1211.0
DailyRate_11_5_1286.0	DailyRate_81_5_182.0
DailyRate_62_4_1211.0	DailyRate_81_5_182.0
Department_28_4_1.5	Department_43_4_0.5
YearsWithCurrManager_29_5_8.5	YearsWithCurrManager_35_3_1.5
NumCompaniesWorked_32_5_8.5	NumCompaniesWorked_47_5_6.5
NumCompaniesWorked_32_5_8.5	NumCompaniesWorked_76_5_6.5
NumCompaniesWorked_32_5_8.5	NumCompaniesWorked_84_3_5.0
NumCompaniesWorked_47_5_6.5	NumCompaniesWorked_76_5_6.5
NumCompaniesWorked_47_5_6.5	NumCompaniesWorked_84_3_5.0
NumCompaniesWorked_76_5_6.5	NumCompaniesWorked_84_3_5.0
YearsAtCompany_36_4_9.5	YearsAtCompany_52_3_3.5
YearsAtCompany_36_4_9.5	YearsAtCompany_55_5_1.5
YearsAtCompany_52_3_3.5	YearsAtCompany_55_5_1.5
TrainingTimesLastYear_44_5_1.5	TrainingTimesLastYear_53_4_5.5
Age_51_2_24.5	Age_70_2_43.5
MaritalStatus_63_5_1.5	MaritalStatus_71_3_1.5
