TotalWorkingYears_0_0_2.5	TotalWorkingYears_46_5_13.5
TotalWorkingYears_0_0_2.5	TotalWorkingYears_60_5_6.5
TotalWorkingYears_0_0_2.5	TotalWorkingYears_66_5_14.5
TotalWorkingYears_46_5_13.5	TotalWorkingYears_60_5_6.5
TotalWorkingYears_46_5_13.5	TotalWorkingYears_66_5_14.5
TotalWorkingYears_60_5_6.5	TotalWorkingYears_66_5_14.5
DailyRate_1_1_641.5	DailyRate_4_3_314.0
DailyRate_1_1_641.5	DailyRate_69_5_1292.0
DailyRate_4_3_314.0	DailyRate_69_5_1292.0
YearsAtCompany_2_2_0.5	YearsAtCompany_45_4_1.5
JobInvolvement_10_4_1.5	JobInvolvement_40_4_1.5
DistanceFromHome_12_5_6.5	DistanceFromHome_39_3_12.5
MonthlyRate_15_2_8985.0	MonthlyRate_25_4_16128.0
MonthlyRate_15_2_8985.0	MonthlyRate_76_5_21126.5
MonthlyRate_25_4_16128.0	MonthlyRate_76_5_21126.5
MonthlyIncome_21_3_1140.5	MonthlyIncome_31_2_2412.0
MonthlyIncome_21_3_1140.5	MonthlyIncome_65_4_19488.0
MonthlyIncome_31_2_2412.0	MonthlyIncome_65_4_19488.0
JobRole_27_5_4.0	JobRole_33_4_1.5
JobRole_27_5_4.0	JobRole_49_5_2.5
JobRole_33_4_1.5	JobRole_49_5_2.5
HourlyRate_72_4_95.5	HourlyRate_73_5_41.5
