Age_1_1_32.5	Age_22_4_26.5
Age_1_1_32.5	Age_35_5_52.5
Age_1_1_32.5	Age_44_4_55.5
Age_22_4_26.5	Age_35_5_52.5
Age_22_4_26.5	Age_44_4_55.5
Age_35_5_52.5	Age_44_4_55.5
YearsInCurrentRole_2_2_0.5	YearsInCurrentRole_14_3_3.5
YearsInCurrentRole_2_2_0.5	YearsInCurrentRole_59_2_2.5
YearsInCurrentRole_14_3_3.5	YearsInCurrentRole_59_2_2.5
MonthlyRate_4_4_12656.5	MonthlyRate_15_4_21595.5
MonthlyRate_4_4_12656.5	MonthlyRate_40_5_22863.0
MonthlyRate_15_4_21595.5	MonthlyRate_40_5_22863.0
HourlyRate_7_4_96.0	HourlyRate_30_3_69.5
HourlyRate_7_4_96.0	HourlyRate_61_4_68.0
HourlyRate_7_4_96.0	HourlyRate_68_4_88.0
HourlyRate_30_3_69.5	HourlyRate_61_4_68.0
HourlyRate_30_3_69.5	HourlyRate_68_4_88.0
HourlyRate_61_4_68.0	HourlyRate_68_4_88.0
DistanceFromHome_8_5_24.5	DistanceFromHome_16_5_17.0
DistanceFromHome_8_5_24.5	DistanceFromHome_31_4_6.5
DistanceFromHome_16_5_17.0	DistanceFromHome_31_4_6.5
YearsSinceLastPromotion_19_5_0.5	YearsSinceLastPromotion_23_5_3.5
YearsSinceLastPromotion_19_5_0.5	YearsSinceLastPromotion_55_5_9.0
YearsSinceLastPromotion_19_5_0.5	YearsSinceLastPromotion_92_4_5.5
YearsSinceLastPromotion_23_5_3.5	YearsSinceLastPromotion_55_5_9.0
YearsSinceLastPromotion_23_5_3.5	YearsSinceLastPromotion_92_4_5.5
YearsSinceLastPromotion_55_5_9.0	YearsSinceLastPromotion_92_4_5.5
NumCompaniesWorked_26_5_0.5	NumCompaniesWorked_52_5_3.5
NumCompaniesWorked_26_5_0.5	NumCompaniesWorked_89_4_5.0
NumCompaniesWorked_52_5_3.5	NumCompaniesWorked_89_4_5.0
JobSatisfaction_29_2_1.5	JobSatisfaction_80_4_2.5
PercentSalaryHike_32_5_21.5	PercentSalaryHike_48_5_11.5
Department_38_4_0.5	Department_43_3_1.5
Department_38_4_0.5	Department_84_5_1.5
Department_38_4_0.5	Department_88_3_0.5
Department_43_3_1.5	Department_84_5_1.5
Department_43_3_1.5	Department_88_3_0.5
Department_84_5_1.5	Department_88_3_0.5
DailyRate_45_5_931.5	DailyRate_65_5_136.0
DailyRate_45_5_931.5	DailyRate_71_3_914.5
DailyRate_45_5_931.5	DailyRate_72_4_306.5
DailyRate_45_5_931.5	DailyRate_79_3_1495.5
DailyRate_65_5_136.0	DailyRate_71_3_914.5
DailyRate_65_5_136.0	DailyRate_72_4_306.5
DailyRate_65_5_136.0	DailyRate_79_3_1495.5
DailyRate_71_3_914.5	DailyRate_72_4_306.5
DailyRate_71_3_914.5	DailyRate_79_3_1495.5
DailyRate_72_4_306.5	DailyRate_79_3_1495.5
MonthlyIncome_58_1_2464.5	MonthlyIncome_62_5_2404.0
MonthlyIncome_58_1_2464.5	MonthlyIncome_81_5_9793.5
MonthlyIncome_62_5_2404.0	MonthlyIncome_81_5_9793.5
EducationField_60_3_4.5	EducationField_96_5_4.5
