Age_1_1_31.5	Age_37_6_30.5
Age_1_1_31.5	Age_56_4_51.5
Age_1_1_31.5	Age_74_5_54.5
Age_1_1_31.5	Age_75_6_34.5
Age_1_1_31.5	Age_80_6_57.5
Age_1_1_31.5	Age_83_5_44.5
Age_1_1_31.5	Age_107_6_23.5
Age_1_1_31.5	Age_120_4_33.5
Age_37_6_30.5	Age_56_4_51.5
Age_37_6_30.5	Age_74_5_54.5
Age_37_6_30.5	Age_75_6_34.5
Age_37_6_30.5	Age_80_6_57.5
Age_37_6_30.5	Age_83_5_44.5
Age_37_6_30.5	Age_107_6_23.5
Age_37_6_30.5	Age_120_4_33.5
Age_56_4_51.5	Age_74_5_54.5
Age_56_4_51.5	Age_75_6_34.5
Age_56_4_51.5	Age_80_6_57.5
Age_56_4_51.5	Age_83_5_44.5
Age_56_4_51.5	Age_107_6_23.5
Age_56_4_51.5	Age_120_4_33.5
Age_74_5_54.5	Age_75_6_34.5
Age_74_5_54.5	Age_80_6_57.5
Age_74_5_54.5	Age_83_5_44.5
Age_74_5_54.5	Age_107_6_23.5
Age_74_5_54.5	Age_120_4_33.5
Age_75_6_34.5	Age_80_6_57.5
Age_75_6_34.5	Age_83_5_44.5
Age_75_6_34.5	Age_107_6_23.5
Age_75_6_34.5	Age_120_4_33.5
Age_80_6_57.5	Age_83_5_44.5
Age_80_6_57.5	Age_107_6_23.5
Age_80_6_57.5	Age_120_4_33.5
Age_83_5_44.5	Age_107_6_23.5
Age_83_5_44.5	Age_120_4_33.5
Age_107_6_23.5	Age_120_4_33.5
MonthlyIncome_2_2_2603.0	MonthlyIncome_95_4_2537.0
MonthlyIncome_2_2_2603.0	MonthlyIncome_140_2_3570.5
MonthlyIncome_2_2_2603.0	MonthlyIncome_151_5_5791.0
MonthlyIncome_95_4_2537.0	MonthlyIncome_140_2_3570.5
MonthlyIncome_95_4_2537.0	MonthlyIncome_151_5_5791.0
MonthlyIncome_140_2_3570.5	MonthlyIncome_151_5_5791.0
YearsInCurrentRole_3_3_1.5	YearsInCurrentRole_24_6_2.5
YearsInCurrentRole_3_3_1.5	YearsInCurrentRole_77_7_6.5
YearsInCurrentRole_3_3_1.5	YearsInCurrentRole_111_7_0.5
YearsInCurrentRole_3_3_1.5	YearsInCurrentRole_164_5_2.5
YearsInCurrentRole_24_6_2.5	YearsInCurrentRole_77_7_6.5
YearsInCurrentRole_24_6_2.5	YearsInCurrentRole_111_7_0.5
YearsInCurrentRole_24_6_2.5	YearsInCurrentRole_164_5_2.5
YearsInCurrentRole_77_7_6.5	YearsInCurrentRole_111_7_0.5
YearsInCurrentRole_77_7_6.5	YearsInCurrentRole_164_5_2.5
YearsInCurrentRole_111_7_0.5	YearsInCurrentRole_164_5_2.5
DailyRate_4_4_641.5	DailyRate_23_5_425.5
DailyRate_4_4_641.5	DailyRate_38_7_1486.0
DailyRate_4_4_641.5	DailyRate_47_4_274.0
DailyRate_4_4_641.5	DailyRate_98_6_851.0
DailyRate_4_4_641.5	DailyRate_100_7_1335.0
DailyRate_23_5_425.5	DailyRate_38_7_1486.0
DailyRate_23_5_425.5	DailyRate_47_4_274.0
DailyRate_23_5_425.5	DailyRate_98_6_851.0
DailyRate_23_5_425.5	DailyRate_100_7_1335.0
DailyRate_38_7_1486.0	DailyRate_47_4_274.0
DailyRate_38_7_1486.0	DailyRate_98_6_851.0
DailyRate_38_7_1486.0	DailyRate_100_7_1335.0
DailyRate_47_4_274.0	DailyRate_98_6_851.0
DailyRate_47_4_274.0	DailyRate_100_7_1335.0
