OverTime_0_0_0.5	Age_1_1_31.5
OverTime_0_0_0.5	Department_92_1_1.5
Age_1_1_31.5	MonthlyIncome_2_2_2603.0
Age_1_1_31.5	JobInvolvement_45_2_1.5
MonthlyIncome_2_2_2603.0	YearsInCurrentRole_3_3_1.5
MonthlyIncome_2_2_2603.0	JobSatisfaction_20_3_1.5
YearsInCurrentRole_3_3_1.5	DailyRate_4_4_641.5
YearsInCurrentRole_3_3_1.5	YearsWithCurrManager_11_4_6.0
DailyRate_4_4_641.5	YearsSinceLastPromotion_5_5_-2.0
DailyRate_4_4_641.5	EnvironmentSatisfaction_6_5_2.5
EnvironmentSatisfaction_6_5_2.5	WorkLifeBalance_7_6_3.5
EnvironmentSatisfaction_6_5_2.5	YearsSinceLastPromotion_10_6_-2.0
WorkLifeBalance_7_6_3.5	YearsSinceLastPromotion_8_7_-2.0
WorkLifeBalance_7_6_3.5	YearsSinceLastPromotion_9_7_-2.0
YearsWithCurrManager_11_4_6.0	Education_12_5_4.5
YearsWithCurrManager_11_4_6.0	YearsSinceLastPromotion_19_5_-2.0
Education_12_5_4.5	Gender_13_6_0.5
Education_12_5_4.5	YearsSinceLastPromotion_18_6_-2.0
Gender_13_6_0.5	TotalWorkingYears_14_7_3.5
Gender_13_6_0.5	YearsSinceLastPromotion_17_7_-2.0
TotalWorkingYears_14_7_3.5	YearsSinceLastPromotion_15_8_-2.0
TotalWorkingYears_14_7_3.5	YearsSinceLastPromotion_16_8_-2.0
JobSatisfaction_20_3_1.5	BusinessTravel_21_4_0.5
JobSatisfaction_20_3_1.5	MonthlyRate_34_4_19592.5
BusinessTravel_21_4_0.5	YearsSinceLastPromotion_22_5_-2.0
BusinessTravel_21_4_0.5	DailyRate_23_5_425.5
DailyRate_23_5_425.5	YearsInCurrentRole_24_6_2.5
DailyRate_23_5_425.5	TrainingTimesLastYear_29_6_3.5
YearsInCurrentRole_24_6_2.5	YearsSinceLastPromotion_25_7_-2.0
YearsInCurrentRole_24_6_2.5	MonthlyRate_26_7_21486.5
MonthlyRate_26_7_21486.5	YearsSinceLastPromotion_27_8_-2.0
MonthlyRate_26_7_21486.5	YearsSinceLastPromotion_28_8_-2.0
TrainingTimesLastYear_29_6_3.5	YearsSinceLastPromotion_30_7_-2.0
TrainingTimesLastYear_29_6_3.5	YearsWithCurrManager_31_7_3.5
