OverTime_0_0_0.5	YearsWithCurrManager_1_1_0.5
OverTime_0_0_0.5	JobLevel_44_1_1.5
YearsWithCurrManager_1_1_0.5	Age_2_2_33.0
YearsWithCurrManager_1_1_0.5	DailyRate_23_2_429.0
Age_2_2_33.0	YearsAtCompany_3_3_2.5
Age_2_2_33.0	EnvironmentSatisfaction_10_3_1.5
YearsAtCompany_3_3_2.5	PercentSalaryHike_4_4_11.5
YearsAtCompany_3_3_2.5	YearsSinceLastPromotion_9_4_-2.0
PercentSalaryHike_4_4_11.5	YearsSinceLastPromotion_5_5_-2.0
PercentSalaryHike_4_4_11.5	TrainingTimesLastYear_6_5_3.5
TrainingTimesLastYear_6_5_3.5	YearsSinceLastPromotion_7_6_-2.0
TrainingTimesLastYear_6_5_3.5	YearsSinceLastPromotion_8_6_-2.0
EnvironmentSatisfaction_10_3_1.5	MonthlyIncome_11_4_2496.5
EnvironmentSatisfaction_10_3_1.5	NumCompaniesWorked_16_4_8.5
MonthlyIncome_11_4_2496.5	YearsSinceLastPromotion_12_5_-2.0
MonthlyIncome_11_4_2496.5	YearsInCurrentRole_13_5_1.0
YearsInCurrentRole_13_5_1.0	YearsSinceLastPromotion_14_6_-2.0
YearsInCurrentRole_13_5_1.0	YearsSinceLastPromotion_15_6_-2.0
NumCompaniesWorked_16_4_8.5	MonthlyRate_17_5_3572.0
NumCompaniesWorked_16_4_8.5	Department_20_5_1.5
MonthlyRate_17_5_3572.0	YearsSinceLastPromotion_18_6_-2.0
MonthlyRate_17_5_3572.0	YearsSinceLastPromotion_19_6_-2.0
Department_20_5_1.5	YearsSinceLastPromotion_21_6_-2.0
Department_20_5_1.5	YearsSinceLastPromotion_22_6_-2.0
DailyRate_23_2_429.0	EducationField_24_3_1.5
DailyRate_23_2_429.0	MonthlyIncome_37_3_10694.5
EducationField_24_3_1.5	YearsInCurrentRole_25_4_2.5
EducationField_24_3_1.5	YearsWithCurrManager_30_4_6.5
YearsInCurrentRole_25_4_2.5	MonthlyRate_26_5_7678.0
YearsInCurrentRole_25_4_2.5	YearsSinceLastPromotion_29_5_-2.0
MonthlyRate_26_5_7678.0	YearsSinceLastPromotion_27_6_-2.0
MonthlyRate_26_5_7678.0	YearsSinceLastPromotion_28_6_-2.0
YearsWithCurrManager_30_4_6.5	YearsInCurrentRole_31_5_3.5
YearsWithCurrManager_30_4_6.5	YearsAtCompany_34_5_10.5
YearsInCurrentRole_31_5_3.5	YearsSinceLastPromotion_32_6_-2.0
YearsInCurrentRole_31_5_3.5	YearsSinceLastPromotion_33_6_-2.0
YearsAtCompany_34_5_10.5	YearsSinceLastPromotion_35_6_-2.0
YearsAtCompany_34_5_10.5	YearsSinceLastPromotion_36_6_-2.0
MonthlyIncome_37_3_10694.5	MonthlyIncome_38_4_10649.0
MonthlyIncome_37_3_10694.5	YearsSinceLastPromotion_43_4_-2.0
MonthlyIncome_38_4_10649.0	JobInvolvement_39_5_2.5
MonthlyIncome_38_4_10649.0	YearsSinceLastPromotion_42_5_-2.0
JobInvolvement_39_5_2.5	YearsSinceLastPromotion_40_6_-2.0
JobInvolvement_39_5_2.5	YearsSinceLastPromotion_41_6_-2.0
JobLevel_44_1_1.5	YearsWithCurrManager_45_2_0.5
JobLevel_44_1_1.5	MonthlyIncome_70_2_19853.0
YearsWithCurrManager_45_2_0.5	YearsAtCompany_46_3_3.5
YearsWithCurrManager_45_2_0.5	Department_57_3_1.5
YearsAtCompany_46_3_3.5	EnvironmentSatisfaction_47_4_2.5
YearsAtCompany_46_3_3.5	JobSatisfaction_54_4_3.5
EnvironmentSatisfaction_47_4_2.5	NumCompaniesWorked_48_5_2.5
EnvironmentSatisfaction_47_4_2.5	MonthlyIncome_51_5_2635.0
