Age_2_2_30.5	Age_17_5_29.5
Age_2_2_30.5	Age_50_5_19.5
Age_2_2_30.5	Age_57_5_52.0
Age_17_5_29.5	Age_50_5_19.5
Age_17_5_29.5	Age_57_5_52.0
Age_50_5_19.5	Age_57_5_52.0
JobInvolvement_5_2_2.5	JobInvolvement_41_4_2.5
YearsWithCurrManager_12_3_0.5	YearsWithCurrManager_35_4_8.5
OverTime_13_4_0.5	OverTime_20_4_0.5
OverTime_13_4_0.5	OverTime_38_2_0.5
OverTime_20_4_0.5	OverTime_38_2_0.5
MonthlyRate_21_5_3700.5	MonthlyRate_29_5_22632.5
MonthlyRate_21_5_3700.5	MonthlyRate_45_5_10479.0
MonthlyRate_21_5_3700.5	MonthlyRate_49_4_22450.5
MonthlyRate_29_5_22632.5	MonthlyRate_45_5_10479.0
MonthlyRate_29_5_22632.5	MonthlyRate_49_4_22450.5
MonthlyRate_45_5_10479.0	MonthlyRate_49_4_22450.5
MonthlyIncome_24_5_2514.5	MonthlyIncome_39_3_1438.0
MonthlyIncome_24_5_2514.5	MonthlyIncome_48_3_3795.0
MonthlyIncome_24_5_2514.5	MonthlyIncome_56_4_18744.5
MonthlyIncome_39_3_1438.0	MonthlyIncome_48_3_3795.0
MonthlyIncome_39_3_1438.0	MonthlyIncome_56_4_18744.5
MonthlyIncome_48_3_3795.0	MonthlyIncome_56_4_18744.5
