YearsAtCompany_0_0_1.5	TotalWorkingYears_1_1_5.5
YearsAtCompany_0_0_1.5	StockOptionLevel_36_1_0.5
TotalWorkingYears_1_1_5.5	OverTime_2_2_0.5
TotalWorkingYears_1_1_5.5	NumCompaniesWorked_19_2_2.5
OverTime_2_2_0.5	Age_3_3_32.5
OverTime_2_2_0.5	JobSatisfaction_12_3_2.5
Age_3_3_32.5	DistanceFromHome_4_4_15.0
Age_3_3_32.5	Education_9_4_3.5
DistanceFromHome_4_4_15.0	HourlyRate_5_5_52.0
DistanceFromHome_4_4_15.0	YearsSinceLastPromotion_8_5_-2.0
HourlyRate_5_5_52.0	YearsSinceLastPromotion_6_6_-2.0
HourlyRate_5_5_52.0	YearsSinceLastPromotion_7_6_-2.0
Education_9_4_3.5	YearsSinceLastPromotion_10_5_-2.0
Education_9_4_3.5	YearsSinceLastPromotion_11_5_-2.0
JobSatisfaction_12_3_2.5	YearsSinceLastPromotion_13_4_-2.0
JobSatisfaction_12_3_2.5	MaritalStatus_14_4_0.5
MaritalStatus_14_4_0.5	YearsSinceLastPromotion_15_5_-2.0
MaritalStatus_14_4_0.5	MonthlyRate_16_5_18213.0
MonthlyRate_16_5_18213.0	YearsSinceLastPromotion_17_6_-2.0
MonthlyRate_16_5_18213.0	YearsSinceLastPromotion_18_6_-2.0
NumCompaniesWorked_19_2_2.5	BusinessTravel_20_3_1.0
NumCompaniesWorked_19_2_2.5	NumCompaniesWorked_27_3_5.5
BusinessTravel_20_3_1.0	YearsSinceLastPromotion_21_4_-2.0
BusinessTravel_20_3_1.0	PercentSalaryHike_22_4_13.5
PercentSalaryHike_22_4_13.5	Age_23_5_34.0
PercentSalaryHike_22_4_13.5	YearsSinceLastPromotion_26_5_-2.0
Age_23_5_34.0	YearsSinceLastPromotion_24_6_-2.0
Age_23_5_34.0	YearsSinceLastPromotion_25_6_-2.0
NumCompaniesWorked_27_3_5.5	YearsSinceLastPromotion_28_4_-2.0
NumCompaniesWorked_27_3_5.5	HourlyRate_29_4_73.0
HourlyRate_29_4_73.0	JobInvolvement_30_5_2.5
HourlyRate_29_4_73.0	MonthlyRate_33_5_3228.0
JobInvolvement_30_5_2.5	YearsSinceLastPromotion_31_6_-2.0
JobInvolvement_30_5_2.5	YearsSinceLastPromotion_32_6_-2.0
MonthlyRate_33_5_3228.0	YearsSinceLastPromotion_34_6_-2.0
MonthlyRate_33_5_3228.0	YearsSinceLastPromotion_35_6_-2.0
StockOptionLevel_36_1_0.5	YearsSinceLastPromotion_37_2_5.5
StockOptionLevel_36_1_0.5	YearsInCurrentRole_62_2_2.5
YearsSinceLastPromotion_37_2_5.5	JobSatisfaction_38_3_1.5
YearsSinceLastPromotion_37_2_5.5	YearsWithCurrManager_53_3_8.5
JobSatisfaction_38_3_1.5	DailyRate_39_4_605.5
JobSatisfaction_38_3_1.5	Age_46_4_24.5
DailyRate_39_4_605.5	RelationshipSatisfaction_40_5_2.5
DailyRate_39_4_605.5	JobLevel_43_5_1.5
RelationshipSatisfaction_40_5_2.5	YearsSinceLastPromotion_41_6_-2.0
RelationshipSatisfaction_40_5_2.5	YearsSinceLastPromotion_42_6_-2.0
JobLevel_43_5_1.5	YearsSinceLastPromotion_44_6_-2.0
JobLevel_43_5_1.5	YearsSinceLastPromotion_45_6_-2.0
Age_46_4_24.5	MonthlyIncome_47_5_3747.0
Age_46_4_24.5	JobLevel_50_5_1.5
MonthlyIncome_47_5_3747.0	YearsSinceLastPromotion_48_6_-2.0
MonthlyIncome_47_5_3747.0	YearsSinceLastPromotion_49_6_-2.0
JobLevel_50_5_1.5	YearsSinceLastPromotion_51_6_-2.0
JobLevel_50_5_1.5	YearsSinceLastPromotion_52_6_-2.0
YearsWithCurrManager_53_3_8.5	TrainingTimesLastYear_54_4_0.5
YearsWithCurrManager_53_3_8.5	NumCompaniesWorked_59_4_0.5
TrainingTimesLastYear_54_4_0.5	YearsSinceLastPromotion_55_5_-2.0
TrainingTimesLastYear_54_4_0.5	MonthlyIncome_56_5_3424.0
MonthlyIncome_56_5_3424.0	YearsSinceLastPromotion_57_6_-2.0
MonthlyIncome_56_5_3424.0	YearsSinceLastPromotion_58_6_-2.0
NumCompaniesWorked_59_4_0.5	YearsSinceLastPromotion_60_5_-2.0
NumCompaniesWorked_59_4_0.5	YearsSinceLastPromotion_61_5_-2.0
YearsInCurrentRole_62_2_2.5	DistanceFromHome_63_3_13.5
YearsInCurrentRole_62_2_2.5	Education_78_3_4.5
DistanceFromHome_63_3_13.5	YearsWithCurrManager_64_4_0.5
DistanceFromHome_63_3_13.5	JobSatisfaction_71_4_2.5
YearsWithCurrManager_64_4_0.5	PercentSalaryHike_65_5_16.5
YearsWithCurrManager_64_4_0.5	HourlyRate_68_5_35.0
PercentSalaryHike_65_5_16.5	YearsSinceLastPromotion_66_6_-2.0
PercentSalaryHike_65_5_16.5	YearsSinceLastPromotion_67_6_-2.0
HourlyRate_68_5_35.0	YearsSinceLastPromotion_69_6_-2.0
HourlyRate_68_5_35.0	YearsSinceLastPromotion_70_6_-2.0
JobSatisfaction_71_4_2.5	PercentSalaryHike_72_5_14.0
JobSatisfaction_71_4_2.5	DailyRate_75_5_1377.5
PercentSalaryHike_72_5_14.0	YearsSinceLastPromotion_73_6_-2.0
PercentSalaryHike_72_5_14.0	YearsSinceLastPromotion_74_6_-2.0
DailyRate_75_5_1377.5	YearsSinceLastPromotion_76_6_-2.0
DailyRate_75_5_1377.5	YearsSinceLastPromotion_77_6_-2.0
Education_78_3_4.5	YearsAtCompany_79_4_31.5
Education_78_3_4.5	Age_86_4_50.5
YearsAtCompany_79_4_31.5	Age_80_5_29.5
YearsAtCompany_79_4_31.5	MonthlyRate_83_5_25719.0
Age_80_5_29.5	YearsSinceLastPromotion_81_6_-2.0
Age_80_5_29.5	YearsSinceLastPromotion_82_6_-2.0
MonthlyRate_83_5_25719.0	YearsSinceLastPromotion_84_6_-2.0
MonthlyRate_83_5_25719.0	YearsSinceLastPromotion_85_6_-2.0
Age_86_4_50.5	YearsSinceLastPromotion_87_5_-2.0
Age_86_4_50.5	YearsSinceLastPromotion_88_5_-2.0
YearsAtCompany_0_0_1.5	YearsAtCompany_79_4_31.5
Age_3_3_32.5	Age_23_5_34.0
Age_3_3_32.5	Age_46_4_24.5
Age_3_3_32.5	Age_80_5_29.5
Age_3_3_32.5	Age_86_4_50.5
Age_23_5_34.0	Age_46_4_24.5
Age_23_5_34.0	Age_80_5_29.5
Age_23_5_34.0	Age_86_4_50.5
Age_46_4_24.5	Age_80_5_29.5
Age_46_4_24.5	Age_86_4_50.5
