YearsSinceLastPromotion_0_0_3.5	YearsSinceLastPromotion_35_5_0.5
YearsSinceLastPromotion_0_0_3.5	YearsSinceLastPromotion_65_5_6.5
YearsSinceLastPromotion_35_5_0.5	YearsSinceLastPromotion_65_5_6.5
NumCompaniesWorked_1_1_4.5	NumCompaniesWorked_62_2_7.5
MonthlyIncome_2_2_2444.5	MonthlyIncome_33_4_2921.0
MonthlyIncome_2_2_2444.5	MonthlyIncome_56_4_3424.0
MonthlyIncome_33_4_2921.0	MonthlyIncome_56_4_3424.0
OverTime_4_4_0.5	OverTime_40_4_0.5
YearsWithCurrManager_5_5_0.5	YearsWithCurrManager_18_3_0.5
YearsWithCurrManager_5_5_0.5	YearsWithCurrManager_41_5_1.5
YearsWithCurrManager_5_5_0.5	YearsWithCurrManager_44_5_3.0
YearsWithCurrManager_18_3_0.5	YearsWithCurrManager_41_5_1.5
YearsWithCurrManager_18_3_0.5	YearsWithCurrManager_44_5_3.0
YearsWithCurrManager_41_5_1.5	YearsWithCurrManager_44_5_3.0
MonthlyRate_8_5_14665.5	MonthlyRate_15_5_9835.5
MonthlyRate_8_5_14665.5	MonthlyRate_47_4_12502.5
MonthlyRate_8_5_14665.5	MonthlyRate_53_2_3072.5
MonthlyRate_8_5_14665.5	MonthlyRate_64_4_5696.0
MonthlyRate_8_5_14665.5	MonthlyRate_73_4_6894.0
MonthlyRate_15_5_9835.5	MonthlyRate_47_4_12502.5
MonthlyRate_15_5_9835.5	MonthlyRate_53_2_3072.5
MonthlyRate_15_5_9835.5	MonthlyRate_64_4_5696.0
MonthlyRate_15_5_9835.5	MonthlyRate_73_4_6894.0
MonthlyRate_47_4_12502.5	MonthlyRate_53_2_3072.5
MonthlyRate_47_4_12502.5	MonthlyRate_64_4_5696.0
MonthlyRate_47_4_12502.5	MonthlyRate_73_4_6894.0
MonthlyRate_53_2_3072.5	MonthlyRate_64_4_5696.0
MonthlyRate_53_2_3072.5	MonthlyRate_73_4_6894.0
MonthlyRate_64_4_5696.0	MonthlyRate_73_4_6894.0
YearsAtCompany_19_4_0.5	YearsAtCompany_26_4_29.5
TotalWorkingYears_20_5_12.5	TotalWorkingYears_31_2_7.5
TotalWorkingYears_20_5_12.5	TotalWorkingYears_63_3_10.5
TotalWorkingYears_20_5_12.5	TotalWorkingYears_72_3_16.0
TotalWorkingYears_31_2_7.5	TotalWorkingYears_63_3_10.5
TotalWorkingYears_31_2_7.5	TotalWorkingYears_72_3_16.0
TotalWorkingYears_63_3_10.5	TotalWorkingYears_72_3_16.0
Age_32_3_44.5	Age_68_5_31.5
