OverTime_0_0_0.5	TotalWorkingYears_1_1_2.5
OverTime_0_0_0.5	YearsInCurrentRole_46_1_2.5
TotalWorkingYears_1_1_2.5	EducationField_2_2_4.5
TotalWorkingYears_1_1_2.5	JobSatisfaction_17_2_1.5
EducationField_2_2_4.5	RelationshipSatisfaction_3_3_1.5
EducationField_2_2_4.5	YearsSinceLastPromotion_16_3_-2.0
RelationshipSatisfaction_3_3_1.5	YearsAtCompany_4_4_1.5
RelationshipSatisfaction_3_3_1.5	JobRole_9_4_4.0
YearsAtCompany_4_4_1.5	Age_5_5_33.5
YearsAtCompany_4_4_1.5	YearsSinceLastPromotion_8_5_-2.0
Age_5_5_33.5	YearsSinceLastPromotion_6_6_-2.0
Age_5_5_33.5	YearsSinceLastPromotion_7_6_-2.0
JobRole_9_4_4.0	Age_10_5_31.5
JobRole_9_4_4.0	HourlyRate_13_5_38.5
Age_10_5_31.5	YearsSinceLastPromotion_11_6_-2.0
Age_10_5_31.5	YearsSinceLastPromotion_12_6_-2.0
HourlyRate_13_5_38.5	YearsSinceLastPromotion_14_6_-2.0
HourlyRate_13_5_38.5	YearsSinceLastPromotion_15_6_-2.0
JobSatisfaction_17_2_1.5	StockOptionLevel_18_3_0.5
JobSatisfaction_17_2_1.5	YearsInCurrentRole_31_3_2.5
StockOptionLevel_18_3_0.5	HourlyRate_19_4_50.0
StockOptionLevel_18_3_0.5	Department_26_4_1.5
HourlyRate_19_4_50.0	MonthlyIncome_20_5_2590.0
HourlyRate_19_4_50.0	Education_23_5_2.5
MonthlyIncome_20_5_2590.0	YearsSinceLastPromotion_21_6_-2.0
MonthlyIncome_20_5_2590.0	YearsSinceLastPromotion_22_6_-2.0
Education_23_5_2.5	YearsSinceLastPromotion_24_6_-2.0
Education_23_5_2.5	YearsSinceLastPromotion_25_6_-2.0
Department_26_4_1.5	YearsSinceLastPromotion_27_5_-2.0
Department_26_4_1.5	DailyRate_28_5_1369.5
DailyRate_28_5_1369.5	YearsSinceLastPromotion_29_6_-2.0
DailyRate_28_5_1369.5	YearsSinceLastPromotion_30_6_-2.0
YearsInCurrentRole_31_3_2.5	Age_32_4_32.5
YearsInCurrentRole_31_3_2.5	Education_39_4_1.5
Age_32_4_32.5	EnvironmentSatisfaction_33_5_3.5
Age_32_4_32.5	Age_36_5_55.5
EnvironmentSatisfaction_33_5_3.5	YearsSinceLastPromotion_34_6_-2.0
EnvironmentSatisfaction_33_5_3.5	YearsSinceLastPromotion_35_6_-2.0
Age_36_5_55.5	YearsSinceLastPromotion_37_6_-2.0
Age_36_5_55.5	YearsSinceLastPromotion_38_6_-2.0
Education_39_4_1.5	Age_40_5_51.0
Education_39_4_1.5	MonthlyIncome_43_5_19490.5
Age_40_5_51.0	YearsSinceLastPromotion_41_6_-2.0
Age_40_5_51.0	YearsSinceLastPromotion_42_6_-2.0
MonthlyIncome_43_5_19490.5	YearsSinceLastPromotion_44_6_-2.0
MonthlyIncome_43_5_19490.5	YearsSinceLastPromotion_45_6_-2.0
YearsInCurrentRole_46_1_2.5	TotalWorkingYears_47_2_5.5
YearsInCurrentRole_46_1_2.5	Age_74_2_33.5
TotalWorkingYears_47_2_5.5	YearsSinceLastPromotion_48_3_1.5
TotalWorkingYears_47_2_5.5	YearsAtCompany_61_3_9.0
YearsSinceLastPromotion_48_3_1.5	HourlyRate_49_4_55.5
YearsSinceLastPromotion_48_3_1.5	MonthlyRate_54_4_14341.0
HourlyRate_49_4_55.5	YearsSinceLastPromotion_50_5_-2.0
HourlyRate_49_4_55.5	YearsWithCurrManager_51_5_0.5
YearsWithCurrManager_51_5_0.5	YearsSinceLastPromotion_52_6_-2.0
YearsWithCurrManager_51_5_0.5	YearsSinceLastPromotion_53_6_-2.0
MonthlyRate_54_4_14341.0	Department_55_5_0.5
MonthlyRate_54_4_14341.0	StockOptionLevel_58_5_0.5
Department_55_5_0.5	YearsSinceLastPromotion_56_6_-2.0
Department_55_5_0.5	YearsSinceLastPromotion_57_6_-2.0
StockOptionLevel_58_5_0.5	YearsSinceLastPromotion_59_6_-2.0
StockOptionLevel_58_5_0.5	YearsSinceLastPromotion_60_6_-2.0
YearsAtCompany_61_3_9.0	TotalWorkingYears_62_4_13.0
YearsAtCompany_61_3_9.0	StockOptionLevel_69_4_2.5
TotalWorkingYears_62_4_13.0	JobSatisfaction_63_5_3.5
TotalWorkingYears_62_4_13.0	TotalWorkingYears_66_5_22.5
JobSatisfaction_63_5_3.5	YearsSinceLastPromotion_64_6_-2.0
JobSatisfaction_63_5_3.5	YearsSinceLastPromotion_65_6_-2.0
TotalWorkingYears_66_5_22.5	YearsSinceLastPromotion_67_6_-2.0
TotalWorkingYears_66_5_22.5	YearsSinceLastPromotion_68_6_-2.0
StockOptionLevel_69_4_2.5	EducationField_70_5_2.0
StockOptionLevel_69_4_2.5	YearsSinceLastPromotion_73_5_-2.0
EducationField_70_5_2.0	YearsSinceLastPromotion_71_6_-2.0
EducationField_70_5_2.0	YearsSinceLastPromotion_72_6_-2.0
Age_74_2_33.5	DistanceFromHome_75_3_13.5
Age_74_2_33.5	PercentSalaryHike_86_3_12.5
DistanceFromHome_75_3_13.5	YearsInCurrentRole_76_4_6.0
DistanceFromHome_75_3_13.5	EducationField_81_4_1.5
YearsInCurrentRole_76_4_6.0	YearsSinceLastPromotion_77_5_-2.0
YearsInCurrentRole_76_4_6.0	StockOptionLevel_78_5_1.5
StockOptionLevel_78_5_1.5	YearsSinceLastPromotion_79_6_-2.0
StockOptionLevel_78_5_1.5	YearsSinceLastPromotion_80_6_-2.0
EducationField_81_4_1.5	YearsSinceLastPromotion_82_5_-2.0
EducationField_81_4_1.5	RelationshipSatisfaction_83_5_2.5
RelationshipSatisfaction_83_5_2.5	YearsSinceLastPromotion_84_6_-2.0
RelationshipSatisfaction_83_5_2.5	YearsSinceLastPromotion_85_6_-2.0
PercentSalaryHike_86_3_12.5	YearsInCurrentRole_87_4_5.0
PercentSalaryHike_86_3_12.5	Age_94_4_55.5
YearsInCurrentRole_87_4_5.0	PercentSalaryHike_88_5_11.5
YearsInCurrentRole_87_4_5.0	HourlyRate_91_5_48.5
PercentSalaryHike_88_5_11.5	YearsSinceLastPromotion_89_6_-2.0
PercentSalaryHike_88_5_11.5	YearsSinceLastPromotion_90_6_-2.0
HourlyRate_91_5_48.5	YearsSinceLastPromotion_92_6_-2.0
HourlyRate_91_5_48.5	YearsSinceLastPromotion_93_6_-2.0
Age_94_4_55.5	WorkLifeBalance_95_5_2.5
Age_94_4_55.5	Age_98_5_57.0
WorkLifeBalance_95_5_2.5	YearsSinceLastPromotion_96_6_-2.0
WorkLifeBalance_95_5_2.5	YearsSinceLastPromotion_97_6_-2.0
Age_98_5_57.0	YearsSinceLastPromotion_99_6_-2.0
Age_98_5_57.0	YearsSinceLastPromotion_100_6_-2.0
